TEAM NAMES,Series Number,Filename,Name,Description,Gender,attributes,UUID,Sha256 hash
,326,mwembu-the-elder,mwembu the elder,"old but not so old, with yellow his favorite color",Male,hair: bald eyes: black teeth: none skin: dark skin clothing: dark ankara accessories: none  expression: plain strength: fulfilled weakness: angry,36181230-6ac9-417f-af5c-23bdd2c25ecb,1e98797ac1b0f73526a87cfba9ee8ad8c926b01a58d16d1c417ccaa928a279b3
,327,mbogi-the-fighter,mbogi the fighter,masked up mbogi after capture,Male,hair: baldeyes:  blackteeth: noneskin: darkskin clothing: onesideankara accessories: noneexpression: willfull strength: fighter  weakness: rebellious,3a7bc3c4-1463-42ce-84c9-07337da64435,dccd8b58384461fde2fcecb474d37d11cd3fd5fcc5858bd08c0ceb9a2d3132a4
,328,mrosho-the-runner,mrosho the runner,masked up mrosho,Male,hair: bald eyes: sea blue teeth: none skin: darkskin clothing: purple ankara accessories: none expression: alert  strength: visionary  weakness: destructive,b2ca2c76-3b6d-43f1-8cc9-089b6ab83876,23dfd668aab52c1c08546f3b3dacf73fb5bb6b5e670a8053e1259d7d8789e0e9
,329,milele-the-african,milele the african,milele with a nice african print in orange,Male,hair: bald eyes: blue teeth: none skin: dark skin clothing: orange ankara accessories: none expression: timid strength: leader weakness: failure,644b0259-d75c-456d-934c-ce7c052bad3a,206e3848c04c24a2c79b9684c4b3110e43b61b72df1786d451cc762409d1635b
,330,olebon-the-oloibon,olebon the oloibon,olebon in customized buba sokoto,Male,hair: bald eyes: closed teeth: none skin: darkskin clothing: animal print accessories: none expression: surprised strength: empathy   weakness: easily bored,de261efe-731d-461e-b2e4-42edd2f48f72,49637157d758825d6ceb405765c8a711846e8d1ca8273ccd96762fdef0cd90bb
,331,chifu-the-maasai,chifu the maasai,clothing inspired by maasai shuka,Male,hair: bald eyes: closed teeth: none skin: none clothing: ankara shirt accessories: none expression: visionary strength:  authentic weakness: selfish,239933c4-7177-4b5b-86e8-e6f952301344,a0cd3cbe9f2dc517d76a90fba37452c9674b74787201ccb983708458400fda13
,332,mwangaa-the-voice,mwangaa the voice,mwangaa the chief,Male,hair:  bald eyes: blue teeth: none skin: darkskin clothing: white lined ankara accessories: none expression: kindness strength:  brave weakness: impatient,49179b62-812d-4d0f-b518-4af7fa79f8bc,3e2ae5c50c2c9f8d96a4f22c09d81a668253d5e32e9a0b3ce235350c0ca8e7d5
,333,waforte-the-first,waforte the first,masked up man who does sleep a lot,Male,hair: bald eyes: closedteeth:none skin: darkskin clothing: jean ankara accessories: none expression: shy strength:  weakness: selfish,871912a8-d96e-4594-b7b3-450d94ee6924,717a097e8329c2750eaf09b3fe01711315f55b2275137353b5142293b8811889
,334,kariuki-the-prayerful-one,kariuki the prayerful one,kariuki closes his eyes,Male,hair: bald eyes: closed eyes teeth: skin: clothing: accessories: expression: bored strength: intelligent  weakness: passive,6a5b6fa6-0f91-4b01-957f-c766945eb704,c6086d18681dd2c6bce614fe14fc552b5da2c15a8f38fba53b3c0b4061f09e22
,335,kenyanese-the-priest,kenyanese the priest,masked up man with with white cloth,Male,hair: bald eyes: white teeth: none skin: darkskin clothing: white jean shirt accessories: none expression: calculative strength: kind weakness: takes things personally,0706c338-42eb-4d26-84ea-c24b39628200,c36809ad7068fca4145585dfe6938e9d46921aa0bec69c13fa20e59c25d70355
,336,nyimbo-the-singer,nyimbo the singer,glasses and a pot for the night,Female,hair:dreadlocks eyes: glassed up teeth:none skin: brownskin clothing: off shoulder ankara accessories: a pot expression: free spirited strength: fair weakness: impatient,d05af807-b3e9-4ad3-8df1-b7864d2daa33,5437d834c7ed2ee677e1d78498f566f34dcfef5fff4ec07b92356629cf8c9fe1
,337,maathai-the-nobel-winner,maathai the nobel winner,mathaai the warrior,Female,hair: pink afro eyes: glassed up teeth: none skin: brownskin clothing: colored ankara accessories: noneexpression: strict strength: leadership  weakness:short sighted,0871cb8c-8d56-445d-92c7-01793f327707,4c20a2eab6d0bfb3d5c7ce7e52d8f2ef1d61f4253ab46a21b6f0344e3349ebbd
,338,tish-the-angry-one,tish the angry one,angry tish with specs on,Female,hair: black huge afro eyes:  none teeth: broken teeth skin: brownskin clothing: offshoulder ankara accessories: none expression: disgusted strength: blunt weakness:greedy,750a89dc-44ff-43bf-8211-b7776f1b5e52,ace22b4109289cd9cdc22cfe5b69b690a761e023889dc9010ad7252dc7377f38
,339,wamenza-the-winner,wamenza the winner,wamenza the leader,Female,hair: laid back eyes: none teeth: none skin: brownskin clothing: offshoulder ankara accessories: noneexpression: meditative strength: strict weakness: impulsive,7348c9ed-4ac9-4785-9434-0a1f0dcaf8d8,18ac371ddd2cf8d205987c966fffaecc5f9ed5e8f10ab8fc09ef63ea31d4acfc
,340,isaya-the-track-king,isaya the track king,isaya the traveller,Male,hair: none eyes: glassed up teeth: none skin: brown skin clothing: bright ankara accessories: none expression: taken aback strength: straight forward weakness: selfish,41781a16-d2b8-4fc6-a1f4-b9fffc5c95ba,6cf547701f15c1f42090e263443b1265db8b3182cd887961442f7e8f1faa3eb2
TEAM RULER,341,mansur-the-partyrider,mansur the partyrider,Mansur is the life of a party and never caught dulling.,Male,hair: none; eyes: ash grey; teeth: none;  clothing: agbda; accessories: studs; expression:happy; strength: intelligent; weakness: red whine;,78db0f29-3936-4d9c-bb90-3dbf20dba2dd,e5be882e477e2c7b18c21e343e326b8dbaa567b2ac9ef582d9528ddab82c026b
,342,tola-the-businessman,tola the businessman,Tola loves business and owns several shops in Idumota.,Female,hair: none; eyes: midnightblack; teeth: none;  clothing: purple blowse; accessories: mask; expression:furious; strength: powerful; weakness: love;,1c5d5a6b-cf04-4bf9-978e-22a7e9bc5819,f4281ea6957324545eae2bb90026b87b058ebe7518d853cc9fa051eb2be951a0
,343,abdullahi-the-honorable,abdullahi the honorable,"Popularly called ""buje budanu"" a godfather who lavishes money on young gees.",Male,hair: none; eyes: blue-blackish; teeth: none;  clothing: yoruba attire; accessories: none; expression:anxious; strength: foreseer; weakness:indecision;,dd708276-445f-4483-8357-fc08e999328f,a472a44f78556f5010cfdb1d9732e4d7866e88675565385daaf29ca8d2dcc0d3
,344,ojukwu-the-badguy,ojukwu the badguy,Ojukwu likes is business minded guy but fun to be with.,Male,hair: bald; eyes: eagle eyeball; teeth: none;  clothing: yellow lining blowse; accessories: none; expression: none; strength: good eyes for fashion; weakness: lack will power;,76c1eabf-15ea-446a-8426-472982c4d800,3d93e9da147fb9057e54b97db4e97a7f411c5b01eea773f7f1cd586958006100
,345,odunsi-the-egbonadugbo,odunsi the egbonadugbo,Odunsi loves to advise and people in the community rely on him.,Male,hair: none; eyes: dark brown; teeth: none; clothing: one shoulder gown; accessories: none; expression: none; strength: elegant; weakness: easily depressed;,2912ab8b-5875-4277-a5c2-a0209aee90ae,d88e137525475f58fb80ed2cf81e8e5c675d4a00c2027bd4858a07b91a07dc8b
,346,ogogo-the-sugardaddy,ogogo the sugardaddy,A rich oil magnate who loves to solve young women's problems with his millions.,Male,hair: none; eyes: cat eyes; teeth: none; clothing: purple danshiki; accessories:nose mask; expression: straight face; strength: brave ; weakness: too selfless;,aa575f30-04ad-45f9-a798-199465117793,84651697a6be16d338f2f84054d332dc7d4f9621840d26bb96b1b3e4cbcc5d2c
,347,suli-the-amalaseller,suli the amalaseller,Suli sells amala with respect and people say that's the secret to her sweet food.,Female,hair: low punk; eyes: cat eyes; teeth: none; clothing:brown babarigai; accessories:none; expression: furious; strength: wealthy; weakness: too emotional;,46fd4821-04dd-4f65-9290-c130a00c4c93,e470b150fc09d05ce304344619092f559894524fb5b6e3ed0329663cfbca3250
,348,dolapo-the-afrocentric,dolapo the afrocentric,Dolapo loves African prints and loves to showcase culture.,Female,hair:bald; eyes: brown; teeth: none; clothing: one sided blowse; accessories: nose mask; expression: none; strength: beautiful; weakness: forgetful;,cbab232b-5c62-4df8-867b-018a2e496cd4,f0745dac79f39e57da361876285758fbfb526f5b0d2f4885eecc1d73c461fc31
,349,danjuma-the-saddist,danjuma-the-saddist,Danjuma is a grumpy man no one likes to associate with him.,Male,hair: none; eyes: sky blue; teeth: none; clothing:purple agbada; accessories: neck beads; expression: excited; strength: outspoken; weakness: boring;,5a42af57-186e-425b-b6b1-f72bda4911ef,4cdb97028c1c614594b1d88e6abcc508825da109c10d6645fc4ba0f26d8a76c3
,350,chinedu-the-farmer,chinedu the farmer,A hardworking farmer who has 6 boys who help out on the farm.,Male,hair: none; eyes: black; teeth: brown; clothing: one sided gown; accessories: none; expression: blushy; strength: easily loved; weakness: get angry easily;,9e8a55d7-0d8d-465d-a628-08ddd387a2c6,48e421ca731ebd76f2f13544b9159532c39141520c648ea1d2b66f5393082ec8
,351,kola-the-baldguy,kola the baldguy,Kola is every girls dream man because of his hair style.,Male,hair: low cut; eyes: mouse eyes; teeth: none; clothing: gbariye style; accessories: nose mask; expression: unhappy; strength: good eyes for details; weakness: sluggish;,c32f1757-da9c-49e8-bd79-510a42b6971a,b67fb37d3d747f307e0e1ff05bf38578d7882bcb7108adbfe7190a6dba949722
,352,bola-the-bosslady,bola the bosslady,Bola commands boys and chill with men.,Female,hair: low cut; eyes: brown; teeth: none; clothing: short orange gown; accessories: nose mask; expression: none; strength: industrious; weaknes:spend lavishly;,09ff910d-a2be-49d5-8b27-b9378458701c,631ce5fbcd982aced9cded89247cd92e3f97622bf17888b2386a0518a90e51ba
,353,kunle-the-alienguy,kunle the alienguy,Kunle is special and easily get noticed even in the midst of crowd.,Male,hair: green punk; eyes: green; teeth: none; clothing: purple agbada; accessories: purple beads; expression: unbothered; strength: very energetic; weaknes:eaaily give in,dea2f5d8-e3ba-4d3f-9a17-0a7edfd0c100,ee6fe3fecc6dbcfdb4e09472dbb21a962f46e2324214acb1557e715f55a9b5c0
,354,segun-the-sharp,segun the sharp,Segun drives with caution and people love him for that.,Male,hair: green punk; eyes: black ; teeth: none; clothing: orange buba; accessories: nose mask; expression: bitchy; strength: team player; weaknes: none;,f9159a9c-f48d-4aee-bcc1-63c86209f806,532703fa66bcf847c9bb8201e4831a3999330111f2e1000d654fec93d77725bc
,355,ola-the-hardguy,ola the hardguy,Ola may be feared but he is such a coolheaded champ.,Male,hair: none; eyes: closed eyes; teeth: none; clothing: purple buba; accessories: none; expression: sick; strength: quick recovery power; weaknes: get ill frequently;,a814fc77-bdfa-4e50-8ba8-3e4e4bcfb3c0,3992520566b82898ae0b23af7b4275304010e588702260ebcae5631ede26acfd
,356,emeka-the-chief,emeka the chief,Crowd are always at Emeka's house because of his selflessness.,Male,hair: none; eyes: closed eyes; teeth: none; clothing: pakaja attire; accessories: none; expression: bossing; strength: easily comman respect; weaknes: not a ladies man;,195e89c8-0b6f-43ad-9a2c-d20f03439e96,19da0f362e7cf85f2df3cb85f0741d4ac45676d1d702275618ed521c5fa7bf00
,357,ugochukwu-the-celeb,ugochukwu the celeb,Ugochukwu is an online celebrity with many followers on social media.,Male,hair: white blode; eyes: closed eyes; teeth: closed teeth; clothing: black gown; accessories: gold shades; expression: bitchy; strength: enterprising; weaknes: too emotional;,74775cda-cff4-4d21-8819-693127598eca,a24afd3861ce16c6ecff32d14b020804e5d0cc92f055fce09f400944b7683c55
,358,adekunle-the-yorubademon,adekunle the yoruba demon,A womans' man with no devotion to any of them.,Male,hair: gobi cap; eyes: closed eyes; teeth: closed teeth; clothing: ghana dansiki; accessories: gold shades; expression: owanbe mood; strength: from a walthy home; weaknes: disrespectful;,5c98c2d8-3144-4e08-8a0f-9b8d7e4f5aa7,0490bbfb9ee45d0910d5c6c928d645dae5a3e80ccd8e62bcf7b1f52b24ec51e2
,359,favour-the-fashionista,favour the fashionista,Combining dresses is not a problem for Favour.,Female,hair: black ghana weaving; eyes: cat eyes; teeth: none; clothing: senegalese blowse; accessories: gold shades; expression: party rider; strength: smart; weaknes: lazy;,19fc15c3-80fe-4d45-a2fe-be8f087d57c4,0773d9f3fac6cca147444fdc78c023b9b3efd927bdb1826f91739089eae95e8c
,360,jane-the-slayqueen,jane the slayqueen,Jane is always found in the midst of men and loves partying.,Female,hair: long grey braids; eyes: closed; teeth: black lips; clothing: black short gown; accessories: gold shades; expression: happy; strength:very intelligent; weaknes: have mood swings easily;,74775cda-cff4-4d21-8819-693127598eca,45043edbce4237a83ccfc95f59796487c527367c456eeea4d3647cf060d49e21
TEAM VBELT,361,osas-the-ceo,osas the ceo,Meet Osas; a Gen-Z CEO with the British accent.,Female,hair: purple dreadlocks;  eyes: none; teeth: none; clothing: danshiki;  accessory: gold glasses; expression: none; strength: none; weakness: none;,b10f7e42-4778-49db-820b-dabbad75504a,110d64935f1514aacbb3d03142ccf246dbe7e6f25e19a334ff0e5189748dd452
,362,nneka-the-rainbow babe,nneka the rainbow babe,Nneka; the happy rainbow babe with the vibes.,Female,hair: pink;  eyes: none; teeth: none; clothing: blue and black bichrome; accessory: gold glasses; expression: none; strength: none; weakness: none;,e7e20ab8-03e0-4e0a-80aa-6e193f84426e,736508e1351f057e1098ff51fbb75bf6d46c2065d277c8fb87721261fc522b8d
,363,temitope-the-spoilt girl,temitope the spoilt girl,Temitope; our favourite daddy's girl.,Female,hair: none; eyes: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessory: gold glasses; expression: none; strength: none; weakness: none;,10cbcbcb-754e-4175-b85d-d0c7eafa16a2,396a0809c4d01763cee710bcf838e3cb1085b4a83545650db996c836fb591867
,364,bekeh-the-party animal,bekeh the party animal,Baby Bekeh is life of the party that goes home with your charger.,Female,hair: dark brown;  eyes: none; teeth: none; clothing: left one-shoulder wax print; accessory: gold glasses; expression: none; strength: none; weakness: none;,f0558235-3043-46e5-b26c-5bde83cc67fb,87322cbc202335603a8404d4f81fcf1318fb5a2afe0556c5d755bb8464d54092
,365,nana-the-tech lady,nana the tech lady,Nana; the tech madam that doubles as Kumasi Adele in her bathroom every morning.,Female,hair: black; eyes: none; teeth: none; clothing: print kente;  accessory: gold glasses; expression: none; strength: none; weakness: none;,e0858913-7050-4c4a-a2a0-442a88463334,2b38f3771742495ac8c263a334b60a4fca4d59ca7e2df8a05abae99d570b08da
,366,rofiat-the-marketer,rofiat the marketer,Rofiat; the distressed marketing intern.,Female,hair: purple dreadlocks; eyes: brown; teeth: none; clothing: danshiki; accessories: none; expression: none; strength: none; weakness: none;,1e4d9bda-f6f9-4e7a-9381-bee4b074b56d,0ba4ccea310e9eda6f0925e5d499174b6768a0b4153c5bb5b2fc42d0c71aad14
,367,zarifa-the-righteous,zarifa the righteous,Meet Zarifa; a proper baddie for Christ.,Female,hair: pink; eyes: blue; teeth: none; clothing: v-neck original kente; accessories: none;  expression: none; strength: none; weakness: none;,c6955d16-c343-46bc-9bed-c069ea8cc65a,da211b6dff57a48c742138324424e312bd4023f25103f8e58e4db4eb487cbf65
,368,modinat-the-troublesome,modinat the troublesome,Modinat; The queen of gbas gbos.,Female,hair: long maroon hair; eye: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessory: brown glasses; expression: none; strength: none; weakness: none;,49eb44e8-1117-463b-b7b3-1bcea4258362,294ed990f4ad8f2b8517fc15874e8a4b6dbce781b51e9c623ec5bcb726f8902c
,369,amaka-our-mummy-g.o,amaka our mummy g.o,Here's Amaka; our one and only mummy G.O who's been to hell and back.,Female,hair: dark brown; eyes: blue; teeth: none; clothing: blue v-neck wax print; accessories: none; expression: none; strength: none; weakness: none;,853edc40-0f9d-40c5-ba78-46067dfd7f68,34aedc8f0747f3bdba3b8eebd6782879114be823a2787dab53935c09157321c9
,370,mawusi-the-patient,mawusi the patient,Meet Mawusi; the sweet sister waiting for her Canadian bobo.,Female,hair: black; eyes: blue; teeth: none; clothing: print kente; accessory: beret; expression: none; strength: none; weakness: none;,ca9ddc30-141a-493d-851b-71d34f599641,a93f715b88053f76fc043f58dffc7fa194e2e7d540378600ca04d062613a3bbf
,371,nesta-the-difficult,nesta the difficult,Meet Nesta;the National Chairlady; (SAN)Shege Administrators of Nigeria.,Female,hair: double puffy hair; eyes: brown; teeth: none; clothing: bow neck wax print; accessory: hair bands; expression: none; strength: none; weakness: none;,fc3b7ca7-efdb-45b2-b7c9-e69107484a43,1d356844571b28e1e264c0cb7759198e9f2d0a9bedb660b334e00d30681d2e98
,372,adaora-the-choir mistress,adaora the choir mistress,Adaora; our able choir mistress that will take your boyfriend for vanishing.,Female,hair: black; eyes: brown; teeth: none; clothing: none; accessory: choker necklace; expression: none; strength: none; weakness: none;,df944505-da1a-424e-88aa-b9d365bd2775,edac8861e10a076e918a839360c8849cd1416180a9a99025badc4bd7c447d3fe
,373,busayo-the-husband snatcher,busayo the husband snatcher,Miss Busayo; can transplant your husband with the blink of her eyes.,Female,hair: brown; eyes: brown; teeth: none; clothing: none; accessories: none; expression: none; strength: none; weakness: none;,73c8d935-4a71-41d2-a1de-066ae8d548e6,7bcecd949982265296a09a3c2798ef6b8a44ce0a7f06e022d2b1ff554afaa510
,374,wangari-the-waitress,wangari the waitress,Wangari; the aspiring musician that doubles as a waitress.,Female,hair: purple dreadlocks; eyes: brown eyes; teeth: none; clothing: none; accessory: purple earrings; expression: none; strength: none; weakness: none;,4bd7a15b-cc66-4e2d-8fdb-d550f2dd645c,417e25fce9df825bd8b115415beadc538c02e26c1155c9b3ebc81146cb2a3c9c
,375,charlene-the-shy lady,charlene the shy lady,Meet Charlene; the shy sweetheart next door.,Female,hair: brown afro; eyes: brown; teeth: none; clothing: black dress; accessories: none; expression: none; strength: none; weakness: none;,36539b84-ada0-43cb-92d4-30596e07a39a,257e455b8d834de30840e1246cf13e095c99d47e2782bcad138b12a75075e735
,376,addae-the-unretired,addae the unretired,Mummy Addae; the hot grandma that has refused to retire.,Female,hair: brown; eyes: brown; teeth: none; clothing: danshiki; accessory: choker necklace; expression: none; strength: none; weakness: none;,ced7b53c-73de-4fc7-a652-2b17ebfe68c9,0894318ab3436149c9cc91851a2c4b8b1b440a7c380aff99546442e27371141f
,377,abena-the-slay queen,abena the slay queen,Abena; the gang's slay queen.,Female,hair: long brown braids; eyes: squinting; teeth: none; clothing: v-neck original kente; accessories: none; expression: none; strength: none; weakness: none;,1e4728e1-3e45-4972-9755-4a38e784ff91,b46dfe926fd3077c7b0256c5ffdf47918d7af835d0cf4b9143b8a580243dc6f8
,378,gasira-the-violence mama,gasira the violence mama,Sister Gasira; wipes people Oraimo cord for a living.,Female,hair: brown bun; eyes: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessories: none; expression: none; strength: none; weakness: none;,ea72337f-658f-4198-9ad6-39bc6212c20d,bf1e18a4591feb2404fe8f032207ea8cefffa10ad74a64c033fff1b8ebdfeca8
,379,salamatou-the-exchange student,salamatou the exchange student,Salamatou; an Ivorian exchange student who's in love with amala.,Female,hair: black; eyes: squinted; teeth: none; cothing: none;  accessory: beret; expression: none; strength: none; weakness: none;,0e216fd1-d96a-4e3c-a59b-c807f772c5b3,c6a27a8979e3dfbb77aa530b6b30973a5c5ca25418d31cae0d87e70a102e1780
,380,nguyen-the-foreigner,nguyen the foreigner,Meet Nguyen; the Asian aunt that's addicted to waakaye.,Female,hair: dark brown; eyes: squinted; teeth: none; clothing: print kente; accessories: none; expression: none; strength: none; weakness: none;,0381301b-b5a3-42c1-9f73-2c43c0b8493f,1dffdc8ca4bbfcf55abc8e548b6e66cfefb3b884c9a7dfc15a396157f937204f
TEAM AXE,381,olofi-the-creator,olofi the creator,Olofi is the Yoruba creator god and messenger.,Male,hair:none; eyes: sky blue; teeth: none; clothing: none; accessories: facemask; expression: none; strength: creation god; weakness: love;,26340cc4-e334-494e-a737-f2b4bb9bb22e,74e9016327a88466b444c03b5552b8d2bc08931c9c177042e95d60ba92afa8be
,382,amadioha-the thunderer,amadioha the thunderer,Amadioha is the Igbo high god of thunder.,Male,hair: bald; eyes:shut; teeth: none; clothing: none; accessories: facemask; expression: none;strength: thunder bolt; weakness: palmoil;,a0586a93-7aff-43cc-8282-d081b8d6fe90,6900f3d68e844a93af46c60fe177a8b8c4b8fa12fd50c1b1bbb352ff1ab0c5a1
,383,sango-the-striker,sango the striker,Sango is the yoruba diety of thunder.,Male,hair:shiny bald; eyes:none; teeth: none; clothing: asooke; accessories: none; expression: cunning; strength: thunder clap; weakness: mice;,15e1775c-74fe-4a0b-b79c-49f6b730fa89,90cda338da32fbb203c68c704271dd08536d4f34273aaa5b6bcb261ffb7c3f1e
,384,agwu-the healer,agwu the healer,Agwu is the Igbo deity of health and divination.,Male,hair: shiny bald; eyes: aquamarine; teeth: none; clothing: none; accessories: none; expression: childlike; strength: healing; weakness: fire;,311a6713-66c9-43ce-82d8-e3ce03a87a81,63ed2477d033c33fbeba60527bd677ce38a5145a2df96fbefc858a9f9e5a4e23
,385,tano-the swimmer,tano the swimmer,Tano is the master of the Ghana river Tano.,Male,hair: none; eyes: squinted; teeth: none; clothing: yellow danshiki with patterns; accessories: none; expression: none; strength: none; weakness: none;,9c34a73f-33ee-4577-aba8-0982c1656ba7,e6f45d17880ed36fbd0fc14bf12bafa7ac33af4aa13756ec59b3383dd27efcd7
,386,anansi-the-trickster,anansi the trickster,Anansi is a trickster god of stories of the Ghana people.,Male,hair: none; eyes: sleepy; teeth: none; clothing: black danshiki with patterns; accessories: facemask; expression: none; strength: illusions; weakness: mirrors;,784f0f6b-4273-4a31-88d7-2455b96c9011,aaba4c7fe078d0de44d18177c41024697e2aca8617d18ce730f38e1c2accf11e
,387,nyame-all-powerful,nyame all powerful,Nyame is the omnipotent god of the Ghana region.,Male,hair:bald; eyes:black; teeth: none; expression: serious; clothing: yellow patterned danshiki with black lining; accessories: facemask; expression: none; strength: heatblast; weakness: cattles;,f3af0bbd-0724-4696-89ff-ed67f63e6b4f,b6cb8a27d4e8c542d625bf789bcedbe0b1c629b505fd60880f1644b4d422a459
,388,obatala-the-boss,obatala the boss,Obatala is the lord of all gods in the Yoruba land.,Male,hair: none; eyes: pitch black; teeth: none; clothing: yellowish blue native; accessories: none; expression: mysterious; strength: oro ase; weakness: none;,c447c120-830e-4543-9cb3-5917ba36bce8,6610185377d056514164c2e0c8dcb2b72c85a7d7687df6365a7308cd47f44bea
,389,erinle-the-hunter,erinle the hunter,Erinle is a powerful hunter of the Yoruba land.,Male,hair: black; eyes: none; teeth: none; clothing: print kente; accessory: gold glasses; beret; expression: none; strength: none; weakness: none;,dacbbb38-087d-4248-8085-13b619da0ef9,eebaa78c15f8f5f02c5c396a67298568c369d1a18143352dc87e8672978cf6ea
,390,ogun-iron-bender,ogun iron bender,Ogun is the Yoruba God of iron and metal work.,Male,hair: shiny bald; eyes: none; teeth: none; clothing: whitish blue ankara; accessories: none; expression: amused; strength: ironclaw; weakness: wood;,94c607b3-791e-40df-bd93-50926f094143,13f4c099c1caa897bac8a8681807fbea9e9342e71c8dc0c799447cfe40be3961
,391,abosom-the-wise,abosom the wise,Abosom is the goddess of wisdom and knowledge of the Ghana people.,Female,hair: fuzzy brown; eyes: none; teeth: none; clothing: patterned danshiki;  accessories: glasses and pipe; expression: baddie; strength: all knowing; weakness: ignorance;,b3427836-627b-41e4-a2d0-c29473448343,dcd1f45a292a2d5aac61116b0a8b27517da1a332a97777a47677e8c810c577a5
,392,oya-the-violent,oya the violent,Oya is the goddess of violent storms and winds of the Yoruba people.,Female,hair: purple braids; eyes: none; teeth: none; clothing: darkish blue buba; accessories: glasses; expression: bitchy; strength: seduction; weakness: dirt;,22aaebe4-4659-44de-ab3d-c4dae11fe9f5,02b7c8189777d4cf3523ef7ee4e19e418ecd76767174d9fe07461b7fdac9c015
,393,agbala-the-stylish,agbala the stylish,Agbala is the stylish goddess of the future for the Igbo region.,Female,hair: black knob; eyes: none; teeth: none; clothing: patterned kente; accessories: berret and glasses and gum; expression: unbothered; stength: foresight; weakness: wine;,ca720bf9-5e47-4421-b38f-bc62162ae99e,acf1fbadd77322effef7dd748689199442b45b8a6cb1cbf76fff339bd1075dce
,394,njoku-ji-the-farmer,njoku ji the farmer,Njoku-ji is the goddess of new yam of the Igbo people.,Female,hair: light brown cornrows; eyes: none; teeth: none; clothing: patterned isiagu;  accessories: glasses; expression: blank; strength: none; weakness: none;,3b795bad-91b4-4d0e-8ed8-bccbb226fc55,362fda1973a5ce9411bfa0951072d43e6af73b53517fda1dc4585e356d8990b2
,395,akonadi-the-just,akonadi the just,Akonadi is the goddess of justice and prophesies of the Ghana people.,Female,hair: brown wavy; eyes: none; teeth: vampiric; clothing: yellow patterned kento; accessories: glasses; strength: scale of justice; weakness: anansi;,2aebd094-3be5-4773-a7a0-361f6332a7d4,71e458bb47c488ff310ce0376032395fc5f00307e39f5d17066ad09e5a3fe32a
,396,onyame-the-beautiful,onyame the beautiful,Onyame is the goddess of the moon of the ghana region.,Female,hair: wavy brown curls; eyes: aquamarine; teeth: none; clothing: drum patterned danshiki; accessories: earrings; expression: none; strength: moonbeam; weakness: erinle;,fb148f97-d309-45a4-b902-4e066ca13f96,709cb8875e5cc0c8b0cd169972c8cec5971b5fc6b9f764c313e29ed3b540b432
,397,ibeji-the-balancer,ibeji the balancer,Ibeji is the goddess of balance and twin of the Yoruba people.,Female,hair: purple bun; eyes: midnight black; teeth: vampiric; clothing: purpulish black buba; accessories: berret; expression: scary; strength: hammer of justice; weakness: oya;,7b210c03-5446-462d-980e-c73dbbc1e386,75b0e463b8b2f326b8b78c9c904e656f832fb9aba435892bbe4839f56a3078af
,398,asase-ya-the-loving,asase ya the loving,Asase-ya is the goddess of fertility and love of the Ghanaian people.,Female,hair: brown curly bun; eyes: deep brown; teeth: none; clothing: multicoloured kento; accessories: pipe; expression: amused; strength: lovefist; weakness: easily deceived;,80b51092-3fbc-4d0c-8518-fc461ccb6c80,b6340afa71a389d767f687c86e46c36fc76d1f3b0f6b62596a21928a43ebafbd
,399,yemoja-the-cool,yemoja the cool,Yemoja is the stylish yoruba goddess of the rivers.,Female,hair: orange pigtail; eyes: dark brown; teeth: none; clothing: black patterned kento; accessories: hair clip; expression: dismayed; strength: none; weakness: none;,1693b44d-96cf-4c2d-89be-9f4219c28447,de54b99e924643fd00fb67c0dab1b0e87b346674c21e8b968e2d0c31cc716cfb
,400,yemaya-the-slow,yemaya the slow,Yemaya is the Ghana goddess of rivers and waters.,Female,hair: orange afro; eyes: brown; teeth: none; clothing: yellow patterned kento; accessories: none; expression: hopeful; strength: none; weakness: none;,9609d0f4-d9d3-4cff-aa06-a9c459fefa39,be634a9ca70ecaafc4a569d2cfa905df0c467a512d3278e310be77b03d031886
TEAM BOOT,401,smirky-becky,smirky becky,Becky ends every statement she makes with a smirk.,Female,hair: black low cut; eyes: brown; teeth: none; clothing: animal print dress; accessories: ankara beret; expression: smirking; strength: curiosity; weakness: short sighted;,87bcc41f-eb3e-4ba2-9645-223c949a9b50,44f6d692a503ef6aba29dbe0788138972848624b913ddb814894ccf65dfc95a6
,402,ankara-scarlett,ankara scarlett,Scarlett is a tailor at yaba market and she loves what she does.,Female,hair: orange bun; eyes: closed; teeth: none; clothing: ankara mixed with black material dress; accessories: none; expression: unethusiastic; strength: fashion; weakness: timidity;,66d0149f-5f2a-4ded-8e6b-9bd7d7631c39,03fda0288d956acd17ecf3c0c214841d168bd72da991651c1dd4dcf94b50ac4f
,403,sea-rastafaria,sea rastafaria,Ronke is the ghetto goddess that nobody wants to mess with; stay clear.,Female,hair: purple dreadlocks; eyes: closed; teeth: none; clothing: blue one hand dress; accessories: none; expression: unfazed; strength: intellect; weakness: impatient;,d1556c97-9075-49fc-8bde-1826bfc2dbe1,808524e7947abe5403fb7be8c1aa316fca2225c34c52b5e42d3f9ba72cd93a8e
